internal_id	source_key	lexeme_ids_json	entity_sha256_json	lemma_json	stratum	pinned	proposal_option_id	constructor	expression	explicit_form_arguments	source_completeness	gf_fit	inference_confidence	review_status	structural_evidence	source_statement_ids_json	source_form_ids_json	p5548_evidence_json	field_evidence_json	complete_record_comparison	gf_record_sha256	pgf_sha256	gf_s_sg_nom_json	gf_s_sg_acc_json	gf_s_sg_dat_json	gf_s_sg_gen_json	gf_s_pl_nom_json	gf_s_pl_acc_json	gf_s_pl_dat_json	gf_s_pl_gen_json	gf_gender_json	gf_co_json	gf_uncap_s_sg_nom_json	gf_uncap_s_sg_acc_json	gf_uncap_s_sg_dat_json	gf_uncap_s_sg_gen_json	gf_uncap_s_pl_nom_json	gf_uncap_s_pl_acc_json	gf_uncap_s_pl_dat_json	gf_uncap_s_pl_gen_json	gf_uncap_co_json	gf_csep_json
wdn_000314_N	L1429537	["L1429537"]	["9475a76b6771414349603a8f1d27a2699321f45c4d3f4bb973dcb488a22d4c9e"]	"Gesundheitsberater"	regular_masculine	no	wdn_000314_p001	mkN_lemma	P.mkN "Gesundheitsberater"	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L1429537$B3D2AD8C-5428-4E16-9DE7-45C7C543F2A3"]	{"s_pl_acc":["L1429537-F8"],"s_pl_dat":["L1429537-F7"],"s_pl_gen":["L1429537-F6"],"s_pl_nom":["L1429537-F5"],"s_sg_acc":["L1429537-F4"],"s_sg_dat":["L1429537-F3"],"s_sg_gen":["L1429537-F2"],"s_sg_nom":["L1429537-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	d6852d0e87bf4d754890a9fe1dd7814a9c08bf0194286191fb4b2236d314e881	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Gesundheitsberater"	"Gesundheitsberater"	"Gesundheitsberater"	"Gesundheitsberaters"	"Gesundheitsberater"	"Gesundheitsberater"	"Gesundheitsberatern"	"Gesundheitsberater"	"masculine"	"Gesundheitsberater"	"gesundheitsberater"	"gesundheitsberater"	"gesundheitsberater"	"gesundheitsberaters"	"gesundheitsberater"	"gesundheitsberater"	"gesundheitsberatern"	"gesundheitsberater"	"gesundheitsberater"	"bind"
wdn_000315_N	L1430313	["L1430313"]	["99d2bbbff714da6e5f89fe7f0983b5395dda0172665cbbd036e341e6f1e8f1f5"]	"Hand-Bike"	hyphenated	no	wdn_000315_p006	invarPlN_two	P.invarPlN "Hand-Bike" "Hand-Bikes" P.neuter	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L1430313$AD2AFA25-E2F6-45FE-A740-858EE21AE328"]	{"s_pl_acc":["L1430313-F8"],"s_pl_dat":["L1430313-F7"],"s_pl_gen":["L1430313-F6"],"s_pl_nom":["L1430313-F5"],"s_sg_acc":["L1430313-F4"],"s_sg_dat":["L1430313-F3"],"s_sg_gen":["L1430313-F2"],"s_sg_nom":["L1430313-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	33361892b3bba2d08f9e7405273edb131c205d84d14c6bc16692bd3779577f21	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Hand-Bike"	"Hand-Bike"	"Hand-Bike"	"Hand-Bikes"	"Hand-Bikes"	"Hand-Bikes"	"Hand-Bikes"	"Hand-Bikes"	"neuter"	"Hand-Biken"	"Hand-Bike"	"Hand-Bike"	"Hand-Bike"	"Hand-Bikes"	"Hand-Bikes"	"Hand-Bikes"	"Hand-Bikes"	"Hand-Bikes"	"Hand-Biken"	"hyphen"
wdn_000317_N	L1430688	["L1430688"]	["b4f76ebb3ddd84646238e702d8f71995da424881620d70ddaa9793414e58bb42"]	"Hindernisfahren"	partial_evidence	no	wdn_000317_p002	mkN_lemma_gender	P.mkN "Hindernisfahren" P.neuter	1	partial	compatible_with_inference	provisional	sampled	none_recorded	["L1430688$8599CF5B-9D83-41BD-94CB-D7016EE36836"]	{"s_sg_acc":["L1430688-F4"],"s_sg_dat":["L1430688-F3"],"s_sg_gen":["L1430688-F2"],"s_sg_nom":["L1430688-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"provisional_inference","s_pl_dat":"provisional_inference","s_pl_gen":"provisional_inference","s_pl_nom":"provisional_inference","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	82c901920594f360a84d205b6fa9e7ae33c91938735e054e283392718de7ea8c	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Hindernisfahren"	"Hindernisfahren"	"Hindernisfahren"	"Hindernisfahrens"	"Hindernisfahren"	"Hindernisfahren"	"Hindernisfahren"	"Hindernisfahren"	"neuter"	"Hindernisfahren"	"hindernisfahren"	"hindernisfahren"	"hindernisfahren"	"hindernisfahrens"	"hindernisfahren"	"hindernisfahren"	"hindernisfahren"	"hindernisfahren"	"hindernisfahren"	"bind"
wdn_000318_N	L1431205	["L1431205"]	["05d1cf7b73fea634ff467cf4f9dd4a856eb382c7b6af67b8773b72945ac4215f"]	"ISSN"	abbreviation	no	wdn_000318_p005	abbrevN+invarN_two	P.abbrevN (P.invarN "ISSN" "ISSNs" P.feminine)	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L1431205$C300185F-553E-4732-8949-967E1720C6C8"]	{"s_pl_acc":["L1431205-F8"],"s_pl_dat":["L1431205-F7"],"s_pl_gen":["L1431205-F6"],"s_pl_nom":["L1431205-F5"],"s_sg_acc":["L1431205-F4"],"s_sg_dat":["L1431205-F3"],"s_sg_gen":["L1431205-F2"],"s_sg_nom":["L1431205-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	2d4bd22efa00e4d7201ec47e89389fa50164476eb5e8675daeb193e438bb49c7	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"ISSN"	"ISSN"	"ISSN"	"ISSN"	"ISSNs"	"ISSNs"	"ISSNs"	"ISSNs"	"feminine"	"ISSN"	"ISSN"	"ISSN"	"ISSN"	"ISSN"	"ISSNs"	"ISSNs"	"ISSNs"	"ISSNs"	"ISSN"	"hyphen"
wdn_000319_N	L1431218	["L1431218"]	["76abf54789d9a993fe6d4919efb0916553274c6894a56485d64c211f77f6f1d9"]	"IV"	abbreviation	no	wdn_000319_p002	abbrevN+mkN_lemma_gender	P.abbrevN (P.mkN "IV" P.feminine)	1	partial	compatible_with_inference	provisional	sampled	none_recorded	["L1431218$95F41D39-3A5E-45AE-AEEF-146D0C153195"]	{"s_sg_acc":["L1431218-F4"],"s_sg_dat":["L1431218-F3"],"s_sg_gen":["L1431218-F2"],"s_sg_nom":["L1431218-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"provisional_inference","s_pl_dat":"provisional_inference","s_pl_gen":"provisional_inference","s_pl_nom":"provisional_inference","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	d45454184931ef4b1154695e79e97865f158467045f4a7e045358c51a44ed170	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"IV"	"IV"	"IV"	"IV"	"IVen"	"IVen"	"IVen"	"IVen"	"feminine"	"IV"	"IV"	"IV"	"IV"	"IV"	"IVen"	"IVen"	"IVen"	"IVen"	"IV"	"hyphen"
wdn_000320_N	L1431516	["L1431516"]	["8745007ba1912418f5cf4594ff080d4033b767fb6635a902961e77a3a4d91474"]	"Interkalarfrüchte"	plural_only	no	wdn_000320_p001	pluralOnlyN	P.pluralOnlyN "Interkalarfrüchte"	1	complete	compatible_with_inference	provisional	sampled	none_recorded	["L1431516$3BD07E94-F922-47E1-9800-0F837CCD188D"]	{"s_pl_acc":["L1431516-F4"],"s_pl_dat":["L1431516-F3"],"s_pl_gen":["L1431516-F2"],"s_pl_nom":["L1431516-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"provisional_inference","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"unavailable","s_sg_dat":"unavailable","s_sg_gen":"unavailable","s_sg_nom":"unavailable","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"unavailable","uncap_s_sg_dat":"unavailable","uncap_s_sg_gen":"unavailable","uncap_s_sg_nom":"unavailable"}	yes	106c76d266ce62e96595520f7b89bc559bc416e433571d6bc5837cf4b79538be	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	""	""	""	""	"Interkalarfrüchte"	"Interkalarfrüchte"	"Interkalarfrüchten"	"Interkalarfrüchte"	"masculine"	"Interkalarfrüchte"	""	""	""	""	"interkalarfrüchte"	"interkalarfrüchte"	"interkalarfrüchten"	"interkalarfrüchte"	"interkalarfrüchte"	"bind"
wdn_000321_N	L1431818	["L1431818"]	["ad86d2c2b2acc36c7921f4384a1df1e6d1b53ef2a91766fcad07c3dae3e4c44c"]	"Jungfernfrüchtigkeit"	partial_evidence	no	wdn_000321_p001	mkN_lemma	P.mkN "Jungfernfrüchtigkeit"	1	partial	compatible_with_inference	provisional	sampled	none_recorded	["L1431818$7DC94442-A36B-47D6-9A09-DA2D3A7DF2EE"]	{"s_sg_acc":["L1431818-F4"],"s_sg_dat":["L1431818-F3"],"s_sg_gen":["L1431818-F2"],"s_sg_nom":["L1431818-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"provisional_inference","s_pl_dat":"provisional_inference","s_pl_gen":"provisional_inference","s_pl_nom":"provisional_inference","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	9e2ffb8c0b365546a89aad762ae74d8da0a41151276f71a4562c36f2fed47272	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Jungfernfrüchtigkeit"	"Jungfernfrüchtigkeit"	"Jungfernfrüchtigkeit"	"Jungfernfrüchtigkeit"	"Jungfernfrüchtigkeiten"	"Jungfernfrüchtigkeiten"	"Jungfernfrüchtigkeiten"	"Jungfernfrüchtigkeiten"	"feminine"	"Jungfernfrüchtigkeits"	"jungfernfrüchtigkeit"	"jungfernfrüchtigkeit"	"jungfernfrüchtigkeit"	"jungfernfrüchtigkeit"	"jungfernfrüchtigkeiten"	"jungfernfrüchtigkeiten"	"jungfernfrüchtigkeiten"	"jungfernfrüchtigkeiten"	"jungfernfrüchtigkeits"	"bind"
wdn_000322_N	L1431884	["L1431884"]	["1f6e622f3a2ab49608bbc9a1d08872a53b2d78cebf0eb5d30281dd82445855bc"]	"KFZ"	abbreviation	no	wdn_000322_p003	abbrevN+invarN_one	P.abbrevN (P.invarN "KFZ" P.neuter)	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L1431884$2E32FDBD-0A8C-4B49-BF5F-CA0D627F1430"]	{"s_pl_acc":["L1431884-F8"],"s_pl_dat":["L1431884-F7"],"s_pl_gen":["L1431884-F6"],"s_pl_nom":["L1431884-F5"],"s_sg_acc":["L1431884-F4"],"s_sg_dat":["L1431884-F3"],"s_sg_gen":["L1431884-F2"],"s_sg_nom":["L1431884-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	060e5b358d93daad7659d4a8e902b7a6b5c8d42ff7051502abd83c1bfec33899	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"neuter"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"KFZ"	"hyphen"
wdn_000323_N	L1432696	["L1432696"]	["45abc18c035469d5fcf339cbf993b7ff65078893bd876cf3f25952ddb4f11bc4"]	"Kolometrie"	partial_evidence	no	wdn_000323_p001	mkN_lemma	P.mkN "Kolometrie"	1	partial	compatible_with_inference	provisional	sampled	none_recorded	["L1432696$B7BE182F-8B02-48E5-8CC6-1C4352EA1395"]	{"s_sg_acc":["L1432696-F4"],"s_sg_dat":["L1432696-F3"],"s_sg_gen":["L1432696-F2"],"s_sg_nom":["L1432696-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"provisional_inference","s_pl_dat":"provisional_inference","s_pl_gen":"provisional_inference","s_pl_nom":"provisional_inference","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	26054c590e45ccaf813fa888f2939acc983d229cb2e4ed7f16cdfc76b09e4cee	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Kolometrie"	"Kolometrie"	"Kolometrie"	"Kolometrie"	"Kolometrien"	"Kolometrien"	"Kolometrien"	"Kolometrien"	"feminine"	"Kolometrien"	"kolometrie"	"kolometrie"	"kolometrie"	"kolometrie"	"kolometrien"	"kolometrien"	"kolometrien"	"kolometrien"	"kolometrien"	"bind"
wdn_000324_N	L1433614	["L1433614"]	["54a6ceffb1e164a6b730bdb0c921de12654106446cd0c7235fbcd58c369736d8"]	"Langerhans-Inseln"	plural_only	no	wdn_000324_p001	pluralOnlyN	P.pluralOnlyN "Langerhans-Inseln"	1	complete	compatible_with_inference	provisional	sampled	none_recorded	["L1433614$5196D32A-A658-442D-8CEF-68CE7901ED18"]	{"s_pl_acc":["L1433614-F4"],"s_pl_dat":["L1433614-F3"],"s_pl_gen":["L1433614-F2"],"s_pl_nom":["L1433614-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"provisional_inference","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"unavailable","s_sg_dat":"unavailable","s_sg_gen":"unavailable","s_sg_nom":"unavailable","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"unavailable","uncap_s_sg_dat":"unavailable","uncap_s_sg_gen":"unavailable","uncap_s_sg_nom":"unavailable"}	yes	75ff16e4e1c197979dc7a6e2d132c5f22d831007b3f99998478f09d36b3767f1	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	""	""	""	""	"Langerhans-Inseln"	"Langerhans-Inseln"	"Langerhans-Inseln"	"Langerhans-Inseln"	"masculine"	"Langerhans-Inseln"	""	""	""	""	"Langerhans-Inseln"	"Langerhans-Inseln"	"Langerhans-Inseln"	"Langerhans-Inseln"	"Langerhans-Inseln"	"hyphen"
wdn_000325_N	L1435111	["L1435111"]	["20c93668fa55f0be5889f6e6a563ea92e9309a42460678916ac8c044e2a0530c"]	"Modeexperte"	irregular_full	no	wdn_000325_p002	mkN_lemma_gender	P.mkN "Modeexperte" P.masculine	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L1435111$6048444D-0F19-4B55-8C0D-171F9CB44A33"]	{"s_pl_acc":["L1435111-F8"],"s_pl_dat":["L1435111-F7"],"s_pl_gen":["L1435111-F6"],"s_pl_nom":["L1435111-F5"],"s_sg_acc":["L1435111-F4"],"s_sg_dat":["L1435111-F3"],"s_sg_gen":["L1435111-F2"],"s_sg_nom":["L1435111-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	27a3de35706ad1b65987c40c458ca9e8ac1657068e4f262e558c49ae306322fc	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Modeexperte"	"Modeexperten"	"Modeexperten"	"Modeexperten"	"Modeexperten"	"Modeexperten"	"Modeexperten"	"Modeexperten"	"masculine"	"Modeexperten"	"modeexperte"	"modeexperten"	"modeexperten"	"modeexperten"	"modeexperten"	"modeexperten"	"modeexperten"	"modeexperten"	"modeexperten"	"bind"
wdn_000326_N	L1435578	["L1435578"]	["2b270e5f70fdaff3a4ab107d24191f26b110ca65226d2bdbda9cf902983a57af"]	"Narrenkastl"	regular_neuter	no	wdn_000326_p007	mkN_two	P.mkN "Narrenkastl" "Narrenkastl" P.neuter	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L1435578$4B83B3F4-4358-434B-BA66-5011BF584C1E"]	{"s_pl_acc":["L1435578-F8"],"s_pl_dat":["L1435578-F7"],"s_pl_gen":["L1435578-F6"],"s_pl_nom":["L1435578-F5"],"s_sg_acc":["L1435578-F4"],"s_sg_dat":["L1435578-F3"],"s_sg_gen":["L1435578-F2"],"s_sg_nom":["L1435578-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	5866de492415b7e7115b27b491d1966a518ad888ae27d0ae0a0764b39dcbbbf3	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Narrenkastl"	"Narrenkastl"	"Narrenkastl"	"Narrenkastls"	"Narrenkastl"	"Narrenkastl"	"Narrenkastln"	"Narrenkastl"	"neuter"	"Narrenkastl"	"narrenkastl"	"narrenkastl"	"narrenkastl"	"narrenkastls"	"narrenkastl"	"narrenkastl"	"narrenkastln"	"narrenkastl"	"narrenkastl"	"bind"
wdn_000327_N	L1435926	["L1435926"]	["cb51cd76b3341c3f4082cc8ca0f9d420ff0c557c33496494a3c67542f0a4debe"]	"Notsicherung"	invariant	no	wdn_000327_p001	mkN_lemma	P.mkN "Notsicherung"	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L1435926$2FCF7BD6-38D1-4D07-9BBE-010F0CBFDFE8"]	{"s_pl_acc":["L1435926-F8"],"s_pl_dat":["L1435926-F7"],"s_pl_gen":["L1435926-F6"],"s_pl_nom":["L1435926-F5"],"s_sg_acc":["L1435926-F4"],"s_sg_dat":["L1435926-F3"],"s_sg_gen":["L1435926-F2"],"s_sg_nom":["L1435926-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	bdc84028b6133be2899aaac053edcb3b4bd1a88dc3e2394460de0eb7446e1f96	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Notsicherung"	"Notsicherung"	"Notsicherung"	"Notsicherung"	"Notsicherungen"	"Notsicherungen"	"Notsicherungen"	"Notsicherungen"	"feminine"	"Notsicherungs"	"notsicherung"	"notsicherung"	"notsicherung"	"notsicherung"	"notsicherungen"	"notsicherungen"	"notsicherungen"	"notsicherungen"	"notsicherungs"	"bind"
wdn_000328_N	L1436348	["L1436348"]	["dc51a16ccf83715fcfbddadc1bb5441798298c9989ac1cf7ff940a520c0c0115"]	"PKW-Fahrer"	hyphenated	no	wdn_000328_p001	mkN_lemma	P.mkN "PKW-Fahrer"	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L1436348$749E9F94-B04C-468F-BC90-2216E40F0421"]	{"s_pl_acc":["L1436348-F8"],"s_pl_dat":["L1436348-F7"],"s_pl_gen":["L1436348-F6"],"s_pl_nom":["L1436348-F5"],"s_sg_acc":["L1436348-F4"],"s_sg_dat":["L1436348-F3"],"s_sg_gen":["L1436348-F2"],"s_sg_nom":["L1436348-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	54cdd40364675b63751a44165531646a143adde75c6bd66e9e914561e7a0a7d5	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"PKW-Fahrer"	"PKW-Fahrer"	"PKW-Fahrer"	"PKW-Fahrers"	"PKW-Fahrer"	"PKW-Fahrer"	"PKW-Fahrern"	"PKW-Fahrer"	"masculine"	"PKW-Fahrer"	"PKW-Fahrer"	"PKW-Fahrer"	"PKW-Fahrer"	"PKW-Fahrers"	"PKW-Fahrer"	"PKW-Fahrer"	"PKW-Fahrern"	"PKW-Fahrer"	"PKW-Fahrer"	"hyphen"
